the_geom,borocode,boroname,borocd,coundist,assemdist,stsendist,congdist,location,borough,date_insta,point_x,point_y,femafldz,femafldt,ntaname,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,hrcevac,:@computed_region_efsh_h5xi
"{'type': 'Point', 'coordinates': [-73.86517058867577, 40.84253371309988]}",2,Bronx,211,13,80,33,14,White Plains Road and Unionport Road (North Leg),Bronx,2020-12-30T00:00:00.000,-73.865172,40.842542,X,AREA OF MINIMAL FLOOD HAZARD,Pelham Parkway-Van Nest,59,5,12,32,,11271
"{'type': 'Point', 'coordinates': [-73.85101459179963, 40.86533870793912]}",2,Bronx,211,13,80,36,15,Allerton Avenue and Throop Avenue,Bronx,2023-12-05T00:00:00.000,-73.851016,40.865347,X,AREA OF MINIMAL FLOOD HAZARD,Pelham Gardens,59,5,12,32,,11607
"{'type': 'Point', 'coordinates': [-74.11499352114261, 40.6372837618306]}",5,Staten Island,501,49,61,23,11,Henderson Avenue and North Burgher Avenue,Staten Island,2025-09-30T00:00:00.000,-74.114995,40.637292,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,6,10697
"{'type': 'Point', 'coordinates': [-73.78787462376003, 40.67329974340956]}",4,Queens,412,28,32,10,5,Sutphin Boulevard and 100' north of Rockaway Boulevard,Queens,2023-03-06T00:00:00.000,-73.787876,40.673308,X,AREA OF MINIMAL FLOOD HAZARD,Baisley Park,41,3,46,71,4,24669
"{'type': 'Point', 'coordinates': [-74.10793152641943, 40.58369577227062]}",5,Staten Island,502,50,64,24,11,Richmond Road and Hunter Avenue,Staten Island,2023-03-09T00:00:00.000,-74.107933,40.583704,X,AREA OF MINIMAL FLOOD HAZARD,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,30,1,14,76,,10693
"{'type': 'Point', 'coordinates': [-73.90333757732617, 40.83763471576783]}",2,Bronx,203,16,79,32,15,Washington Avenue and East 171 Street,Bronx,2024-07-09T00:00:00.000,-73.903339,40.837643,X,AREA OF MINIMAL FLOOD HAZARD,Claremont Village-Claremont (East),34,5,42,25,,10935
"{'type': 'Point', 'coordinates': [-73.85086260280552, 40.691242742278064]}",4,Queens,409,32,38,15,7,Woodhaven Boulevard and  89 Avenue,Queens,2022-12-12T00:00:00.000,-73.850864,40.691251,X,AREA OF MINIMAL FLOOD HAZARD,Woodhaven,46,3,41,60,,24017
"{'type': 'Point', 'coordinates': [-74.08414153045645, 40.6434227601224]}",5,Staten Island,501,49,61,23,11,Crescent Avenue and Westervelt Avenue,Staten Island,2022-10-24T00:00:00.000,-74.084143,40.643431,X,AREA OF MINIMAL FLOOD HAZARD,St. George-New Brighton,4,1,13,74,,10369
"{'type': 'Point', 'coordinates': [-74.11754752080644, 40.636946762383005]}",5,Staten Island,501,49,61,23,11,Henderson Avenue and Broadway,Staten Island,2024-02-14T00:00:00.000,-74.117549,40.636955,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,6,10697
"{'type': 'Point', 'coordinates': [-73.9795075578706, 40.743817736240054]}",1,Manhattan,106,2,74,59,12,3 Avenue and East  31 Street,Manhattan,2024-07-15T00:00:00.000,-73.979509,40.743826,X,AREA OF MINIMAL FLOOD HAZARD,Murray Hill-Kips Bay,71,4,50,9,,12078
"{'type': 'Point', 'coordinates': [-73.85065760309972, 40.679884744995505]}",4,Queens,410,32,23,15,5,Liberty Avenue and  88 Street,Queens,2024-03-29T00:00:00.000,-73.850659,40.679893,X,AREA OF MINIMAL FLOOD HAZARD,Ozone Park,62,3,41,64,6,24013
"{'type': 'Point', 'coordinates': [-73.97736455617908, 40.78445572819506]}",1,Manhattan,107,6,69,47,12,Amsterdam Avenue and West  81 Street,Manhattan,2024-10-21T00:00:00.000,-73.977366,40.784464,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side (Central),20,4,19,12,,12421
"{'type': 'Point', 'coordinates': [-73.87450959062588, 40.75858573009353]}",4,Queens,403,21,35,13,14,Junction Boulevard with  32 Avenue and 94 Street,Queens,2022-08-23T00:00:00.000,-73.874511,40.758594,X,AREA OF MINIMAL FLOOD HAZARD,East Elmhurst,65,3,21,73,,14511
"{'type': 'Point', 'coordinates': [-73.9138275793315, 40.743764734074425]}",4,Queens,402,26,37,12,6,Roosevelt Avenue and  51 Street,Queens,2025-03-07T00:00:00.000,-73.913829,40.743773,X,AREA OF MINIMAL FLOOD HAZARD,Sunnyside,53,3,33,66,,14787
"{'type': 'Point', 'coordinates': [-73.83149060393383, 40.76963372632079]}",4,Queens,407,20,40,16,6,31 Road and 137 Street,Queens,2026-03-18T00:00:00.000,-73.831492,40.769642,AE,,Flushing-Willets Point,22,3,3,67,3,13832
"{'type': 'Point', 'coordinates': [-73.85711160119537, 40.67356574591612]}",4,Queens,410,32,23,15,7,North Conduit Avenue and 79 Street,Queens,2023-10-19T00:00:00.000,-73.857113,40.673574,X,AREA OF MINIMAL FLOOD HAZARD,Howard Beach-Lindenwood,62,3,41,64,3,15314
"{'type': 'Point', 'coordinates': [-73.92536256970713, 40.83261671767447]}",2,Bronx,204,16,84,29,15,Jerome Avenue and East 165 Street,Bronx,2024-08-08T00:00:00.000,-73.925364,40.832625,X,AREA OF MINIMAL FLOOD HAZARD,Yankee Stadium-Macombs Dam Park,50,5,42,27,6,10930
"{'type': 'Point', 'coordinates': [-73.80207361911303, 40.67439574378351]}",4,Queens,410,28,31,10,5,Van Wyck Expressway West S/R and Rockaway Boulevard,Queens,2024-01-10T00:00:00.000,-73.802075,40.674404,X,AREA OF MINIMAL FLOOD HAZARD,South Ozone Park,62,3,46,64,6,24016
"{'type': 'Point', 'coordinates': [-73.95339056809995, 40.71790374102483]}",3,Brooklyn,301,33,50,59,7,Roebling Street and North 10 Street,Brooklyn,2023-07-10T00:00:00.000,-73.953392,40.717912,AE,,Williamsburg,36,2,38,57,3,17613
"{'type': 'Point', 'coordinates': [-74.00102755035081, 40.754496735491486]}",1,Manhattan,104,3,75,47,12,Hudson Boulevard East and West 33 Street,Manhattan,2022-07-31T00:00:00.000,-74.001029,40.754505,X,AREA OF MINIMAL FLOOD HAZARD,Chelsea-Hudson Yards,12,4,10,6,2,11722
"{'type': 'Point', 'coordinates': [-73.9363415766438, 40.67269574909425]}",3,Brooklyn,308,36,43,20,9,Troy Avenue and Park Place,Brooklyn,2022-06-07T00:00:00.000,-73.936343,40.672704,X,AREA OF MINIMAL FLOOD HAZARD,Crown Heights (North),16,2,49,49,,17615
"{'type': 'Point', 'coordinates': [-73.932606572728, 40.74477373469251]}",4,Queens,402,26,37,12,7,Queens Boulevard and  32 Place,Queens,2020-07-21T00:00:00.000,-73.932608,40.744782,X,AREA OF MINIMAL FLOOD HAZARD,Sunnyside,53,3,33,66,,16858
"{'type': 'Point', 'coordinates': [-73.9977915553958, 40.69117974755595]}",3,Brooklyn,306,39,52,26,10,Atlantic Avenue and Hicks Street,Brooklyn,2025-09-10T00:00:00.000,-73.997793,40.691188,X,AREA OF MINIMAL FLOOD HAZARD,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,14,2,27,48,6,16865
"{'type': 'Point', 'coordinates': [-73.73452664112693, 40.664346743619156]}",4,Queens,413,31,29,10,5,Francis Lewis Boulevard and 246 Street,Queens,2025-09-18T00:00:00.000,-73.734528,40.664355,X,AREA OF MINIMAL FLOOD HAZARD,Rosedale,63,3,47,63,5,24018
"{'type': 'Point', 'coordinates': [-73.8368865972667, 40.8572837090543]}",2,Bronx,211,13,80,34,14,Pelham Parkway North Service Road and Stillwell Avenue,Bronx,2023-05-10T00:00:00.000,-73.836888,40.857292,X,AREA OF MINIMAL FLOOD HAZARD,Morris Park,59,5,12,32,5,11270
"{'type': 'Point', 'coordinates': [-74.03453654794212, 40.614930764040935]}",3,Brooklyn,310,47,46,26,11,3 Avenue with Marine Avenue and 99 Street (North Leg),Brooklyn,2023-09-01T00:00:00.000,-74.034538,40.614939,X,AREA OF MINIMAL FLOOD HAZARD,Bay Ridge,10,2,44,41,,17216
"{'type': 'Point', 'coordinates': [-73.95360657079526, 40.66643175062955]}",3,Brooklyn,309,35,43,20,9,Rogers Avenue and Crown Street,Brooklyn,2023-03-24T00:00:00.000,-73.953608,40.66644,X,AREA OF MINIMAL FLOOD HAZARD,Crown Heights (South),17,2,48,44,,13509
"{'type': 'Point', 'coordinates': [-73.99410756171959, 40.599325765710354]}",3,Brooklyn,311,43,47,17,11,Benson Avenue and Bay  32 Street,Brooklyn,2024-07-16T00:00:00.000,-73.994109,40.599334,X,AREA OF MINIMAL FLOOD HAZARD,Gravesend (West),1,2,45,37,3,17616
"{'type': 'Point', 'coordinates': [-73.91466557164826, 40.85394871263386]}",2,Bronx,205,14,86,31,13,West Burnside Avenue and Loring Place South,Bronx,2023-11-16T00:00:00.000,-73.914667,40.853957,X,AREA OF MINIMAL FLOOD HAZARD,University Heights (South)-Morris Heights,6,5,29,29,,10931
"{'type': 'Point', 'coordinates': [-73.92061056951673, 40.863104711397824]}",1,Manhattan,112,10,72,31,13,Nagle Avenue and West 204 Street,Manhattan,2023-12-27T00:00:00.000,-73.920612,40.863113,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,Inwood,47,4,39,22,2,13092
"{'type': 'Point', 'coordinates': [-73.9260875779373, 40.70089774269807]}",3,Brooklyn,304,34,53,18,7,Wilson Avenue and Willoughby Avenue,Brooklyn,2022-07-11T00:00:00.000,-73.926089,40.700906,X,AREA OF MINIMAL FLOOD HAZARD,Bushwick (West),42,2,30,53,,18181
"{'type': 'Point', 'coordinates': [-73.92579156861638, 40.85822171222725]}",1,Manhattan,112,10,72,31,13,Fort George Avenue and 500' North of Audubon Avenue,Manhattan,2023-08-18T00:00:00.000,-73.925793,40.85823,X,AREA OF MINIMAL FLOOD HAZARD,Washington Heights (North),47,4,39,22,,13091
"{'type': 'Point', 'coordinates': [-74.18757050333781, 40.55013978191529]}",5,Staten Island,503,51,62,24,11,Arden Avenue and Woodrow Road,Staten Island,2026-06-24T00:00:00.000,-74.187572,40.550148,X,AREA OF MINIMAL FLOOD HAZARD,Annadale-Huguenot-Prince's Bay-Woodrow,15,1,9,77,,10699
"{'type': 'Point', 'coordinates': [-73.97376355917714, 40.76035573298302]}",1,Manhattan,105,4,73,28,12,Madison Avenue and East  54 Street,Manhattan,2024-03-25T00:00:00.000,-73.973765,40.760364,X,AREA OF MINIMAL FLOOD HAZARD,Midtown-Times Square,11,4,51,10,,12419
"{'type': 'Point', 'coordinates': [-73.91671457045473, 40.879123707808546]}",2,Bronx,208,11,81,33,15,Kappock Street and Knolls Crescent / Netherland Avenue,Bronx,2024-02-06T00:00:00.000,-73.916716,40.879132,X,AREA OF MINIMAL FLOOD HAZARD,Riverdale-Spuyten Duyvil,48,5,40,33,,11272
"{'type': 'Point', 'coordinates': [-73.94152957617051, 40.639018755883804]}",3,Brooklyn,317,45,58,21,9,Foster Avenue and East 37 Street,Brooklyn,2022-04-12T00:00:00.000,-73.941531,40.639027,X,AREA OF MINIMAL FLOOD HAZARD,East Flatbush-Farragut,61,2,26,40,5,17217
"{'type': 'Point', 'coordinates': [-73.8337206083798, 40.68774774248552]}",4,Queens,409,29,38,15,5,101 Avenue and 110 Street,Queens,2022-03-31T00:00:00.000,-73.833722,40.687756,X,AREA OF MINIMAL FLOOD HAZARD,South Richmond Hill,46,3,46,60,,24015
"{'type': 'Point', 'coordinates': [-74.10819252341709, 40.63023076296762]}",5,Staten Island,501,49,63,24,11,Forest Avenue and Davis Avenue,Staten Island,2019-08-30T00:00:00.000,-74.108194,40.630239,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,,10697
"{'type': 'Point', 'coordinates': [-73.9172615855038, 40.61953875871362]}",3,Brooklyn,318,46,59,21,8,Ralph Avenue and Avenue N,Brooklyn,2022-01-31T00:00:00.000,-73.917263,40.619547,X,AREA OF MINIMAL FLOOD HAZARD,Marine Park-Mill Basin-Bergen Beach,5,2,8,38,3,13825
"{'type': 'Point', 'coordinates': [-73.97470456072944, 40.72545473994547]}",1,Manhattan,103,2,74,27,10,Avenue D and East  11 Street,Manhattan,2016-11-17T00:00:00.000,-73.974706,40.725463,AE,,East Village,70,4,50,5,1,11729
"{'type': 'Point', 'coordinates': [-73.98710255819594, 40.6961227461599]}",3,Brooklyn,302,33,52,26,7,Tillary Street and Jay Street,Brooklyn,2021-10-10T00:00:00.000,-73.987104,40.696131,X,AREA OF MINIMAL FLOOD HAZARD,Downtown Brooklyn-DUMBO-Boerum Hill,68,2,38,54,,16865
"{'type': 'Point', 'coordinates': [-74.17611450671548, 40.555929780402906]}",5,Staten Island,503,51,62,24,11,Drumgoole Road West and Annadale Road,Staten Island,2024-02-21T00:00:00.000,-74.176116,40.555938,X,AREA OF MINIMAL FLOOD HAZARD,Arden Heights-Rossville,15,1,9,77,5,10699
"{'type': 'Point', 'coordinates': [-74.23306049179561, 40.50674879197808]}",5,Staten Island,503,51,62,24,11,Hylan Boulevard and Bedell Avenue,Staten Island,2025-10-14T00:00:00.000,-74.233062,40.506757,X,AREA OF MINIMAL FLOOD HAZARD,Tottenville-Charleston,15,1,9,77,6,10694
"{'type': 'Point', 'coordinates': [-74.14186051498842, 40.596074771078165]}",5,Staten Island,502,50,63,24,11,Forest Hill Road and Jasper Avenue and D Street,Staten Island,2026-06-17T00:00:00.000,-74.141862,40.596083,X,AREA OF MINIMAL FLOOD HAZARD,New Springville-Willowbrook-Bulls Head-Travis,30,1,14,75,,10700
"{'type': 'Point', 'coordinates': [-73.84421360497589, 40.68476674374516]}",4,Queens,409,32,23,15,5,101 Avenue and  97 Street,Queens,2025-03-21T00:00:00.000,-73.844215,40.684775,X,AREA OF MINIMAL FLOOD HAZARD,Ozone Park (North),46,3,41,60,,24012
"{'type': 'Point', 'coordinates': [-73.86691458438025, 40.89607370262224]}",2,Bronx,212,11,81,33,15,East 233 Street and Katonah Avenue,Bronx,2024-12-30T00:00:00.000,-73.866916,40.896082,X,AREA OF MINIMAL FLOOD HAZARD,Woodlawn Cemetery,29,5,40,30,,11608
"{'type': 'Point', 'coordinates': [-73.8818545946729, 40.66414174842445]}",3,Brooklyn,305,42,60,19,8,Hegeman Avenue and Ashford Street,Brooklyn,2025-06-09T00:00:00.000,-73.881856,40.66415,X,AREA OF MINIMAL FLOOD HAZARD,East New York-New Lots,45,2,25,47,3,17214
"{'type': 'Point', 'coordinates': [-74.07546553349599, 40.63518676154058]}",5,Staten Island,501,49,61,23,11,Bay Street with Swan Street and Van Duzer Street Extension,Staten Island,2023-09-13T00:00:00.000,-74.075467,40.635195,X,AREA OF MINIMAL FLOOD HAZARD,Tompkinsville-Stapleton-Clifton-Fox Hills,4,1,13,74,2,10691
"{'type': 'Point', 'coordinates': [-73.82770026357241, 40.85636828565717]}",2,Bronx,228,13,82,34,14,Pelham Parkway and Bruckner Expressway S/B Entrance & Exit,Bronx,2024-02-19T00:00:00.000,-73.8277016641,40.8563765759,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,Pelham Bay Park,44,5,12,28,5,11270
"{'type': 'Point', 'coordinates': [-73.85291859953206, 40.73431173379123]}",4,Queens,406,24,35,15,6,Yellowstone Boulevard and  63 Avenue,Queens,2020-11-20T00:00:00.000,-73.85292,40.73432,X,AREA OF MINIMAL FLOOD HAZARD,Forest Hills,40,3,28,70,,14786
"{'type': 'Point', 'coordinates': [-74.10931752362033, 40.63005276372976]}",5,Staten Island,501,49,63,23,11,Forest Avenue and Pelton Avenue,Staten Island,2024-03-18T00:00:00.000,-74.109319,40.630061,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,,10697
"{'type': 'Point', 'coordinates': [-73.78116062201043, 40.729203732901]}",4,Queens,408,24,24,16,5,Union Turnpike and  188 Street,Queens,2023-06-28T00:00:00.000,-73.781162,40.729212,X,AREA OF MINIMAL FLOOD HAZARD,Jamaica Estates-Holliswood,25,3,24,65,,14508
"{'type': 'Point', 'coordinates': [-73.99057255817492, 40.6890967476741]}",3,Brooklyn,302,33,52,26,10,Atlantic Avenue and Boerum Place,Brooklyn,2012-04-25T00:00:00.000,-73.990574,40.689105,X,AREA OF MINIMAL FLOOD HAZARD,Downtown Brooklyn-DUMBO-Boerum Hill,68,2,38,54,,16865
"{'type': 'Point', 'coordinates': [-74.06788853818857, 40.61318676545827]}",5,Staten Island,501,49,63,23,11,Hylan Boulevard and Anderson Street,Staten Island,2025-12-12T00:00:00.000,-74.06789,40.613195,X,AREA OF MINIMAL FLOOD HAZARD,Rosebank-Shore Acres-Park Hill,4,1,13,74,,10692
"{'type': 'Point', 'coordinates': [-73.8800135932131, 40.68523574479339]}",3,Brooklyn,305,37,54,18,7,Etna Street and Norwood Avenue,Brooklyn,2023-08-23T00:00:00.000,-73.880015,40.685244,X,AREA OF MINIMAL FLOOD HAZARD,Cypress Hills,45,2,37,47,,17215
"{'type': 'Point', 'coordinates': [-73.99203655346903, 40.751567735211204]}",1,Manhattan,105,3,75,28,12,West  34 Street between 7 Avenue and 8 Avenue,Manhattan,2016-03-12T00:00:00.000,-73.992038,40.751576,X,AREA OF MINIMAL FLOOD HAZARD,Midtown South-Flatiron-Union Square,11,4,10,8,,11722
"{'type': 'Point', 'coordinates': [-74.10693052780631, 40.57319977447126]}",5,Staten Island,502,50,64,24,11,Hylan Boulevard and Otis Avenue,Staten Island,2026-04-15T00:00:00.000,-74.106932,40.573208,X,AREA OF MINIMAL FLOOD HAZARD,New Dorp-Midland Beach,30,1,14,76,3,10693
"{'type': 'Point', 'coordinates': [-74.13318152104223, 40.552334779514624]}",5,Staten Island,595,51,64,24,11,Hylan Boulevard and Bay Terrace,Staten Island,2023-09-05T00:00:00.000,-74.133183,40.552343,X,AREA OF MINIMAL FLOOD HAZARD,Great Kills Park,31,1,9,76,1,
"{'type': 'Point', 'coordinates': [-73.94432957180062, 40.70357874368622]}",3,Brooklyn,301,34,53,18,7,Manhattan Avenue and Moore Street,Brooklyn,2026-06-16T00:00:00.000,-73.944331,40.703587,X,AREA OF MINIMAL FLOOD HAZARD,East Williamsburg,36,2,30,56,5,17213
"{'type': 'Point', 'coordinates': [-73.9453625641253, 40.83426471776215]}",1,Manhattan,112,7,71,31,13,West 157 Street and Edward Morgan Place,Manhattan,2022-02-11T00:00:00.000,-73.945364,40.834273,X,AREA OF MINIMAL FLOOD HAZARD,Washington Heights (South),47,4,23,21,,13090
"{'type': 'Point', 'coordinates': [-73.88883358016174, 40.8604117108731]}",2,Bronx,206,15,78,33,15,East Fordham Road and Washington Avenue,Bronx,2023-07-20T00:00:00.000,-73.888835,40.86042,X,AREA OF MINIMAL FLOOD HAZARD,Belmont,35,5,22,31,,10936
"{'type': 'Point', 'coordinates': [-74.02657354970299, 40.63419575942808]}",3,Brooklyn,310,47,64,26,11,3 Avenue and  71 Street,Brooklyn,2024-06-27T00:00:00.000,-74.026575,40.634204,X,AREA OF MINIMAL FLOOD HAZARD,Bay Ridge,10,2,44,41,,17216
"{'type': 'Point', 'coordinates': [-73.95663248569032, 40.64464931457498]}",3,Brooklyn,314,40,42,21,9,Beverley Road and East 22 Street,Brooklyn,2025-07-14T00:00:00.000,-73.9566339144,40.6446575594,X,AREA OF MINIMAL FLOOD HAZARD,Flatbush,60,2,11,43,6,13510
"{'type': 'Point', 'coordinates': [-74.11966852051373, 40.62173776570181]}",5,Staten Island,501,50,63,24,11,Slosson Avenue and Martling Avenue,Staten Island,2023-07-28T00:00:00.000,-74.11967,40.621746,X,AREA OF MINIMAL FLOOD HAZARD,Westerleigh-Castleton Corners,4,1,14,74,,10700
"{'type': 'Point', 'coordinates': [-73.89531557867475, 40.846490713458486]}",2,Bronx,206,15,86,32,15,East Tremont Avenue and Monterey Avenue,Bronx,2024-11-12T00:00:00.000,-73.895317,40.846499,X,AREA OF MINIMAL FLOOD HAZARD,Tremont,35,5,22,31,,
"{'type': 'Point', 'coordinates': [-73.91924651092411, 40.62869379663764]}",3,Brooklyn,318,46,59,21,8,Avenue J and East 59 Street,Brooklyn,2025-09-16T00:00:00.000,-73.9192479264,40.6287020401,X,AREA OF MINIMAL FLOOD HAZARD,Flatlands,5,2,8,38,3,13825
"{'type': 'Point', 'coordinates': [-73.99827355258248, 40.73538173898367]}",1,Manhattan,102,2,66,27,10,6 Avenue and West  11 Street,Manhattan,2020-02-13T00:00:00.000,-73.998275,40.73539,X,AREA OF MINIMAL FLOOD HAZARD,Greenwich Village,57,4,10,3,5,12074
"{'type': 'Point', 'coordinates': [-73.74090663414137, 40.75485772624154]}",4,Queens,411,23,26,11,3,Douglaston Parkway and 400' West of 61 Avenue,Queens,2022-11-18T00:00:00.000,-73.740908,40.754866,X,AREA OF MINIMAL FLOOD HAZARD,Douglaston-Little Neck,26,3,16,69,,14197
"{'type': 'Point', 'coordinates': [-73.98351155395676, 40.78111572966675]}",1,Manhattan,107,6,67,47,12,West End Avenue and West  74 Street,Manhattan,2026-01-07T00:00:00.000,-73.983513,40.781124,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side-Lincoln Square,20,4,19,12,,12420
"{'type': 'Point', 'coordinates': [-73.93416657835698, 40.641841754898]}",3,Brooklyn,317,45,58,21,9,Avenue D and East  45 Street,Brooklyn,2025-01-08T00:00:00.000,-73.934168,40.64185,X,AREA OF MINIMAL FLOOD HAZARD,East Flatbush-Farragut,61,2,26,40,6,16866
"{'type': 'Point', 'coordinates': [-73.89038957953821, 40.85468171182023]}",2,Bronx,206,15,78,32,15,3 Avenue and East 184 Street,Bronx,2025-04-02T00:00:00.000,-73.890391,40.85469,X,AREA OF MINIMAL FLOOD HAZARD,Tremont,35,5,22,31,,10936
"{'type': 'Point', 'coordinates': [-73.98788855421043, 40.75473973509887]}",1,Manhattan,105,3,75,28,12,7 Avenue and West  40 Street,Manhattan,2024-07-18T00:00:00.000,-73.98789,40.754748,X,AREA OF MINIMAL FLOOD HAZARD,Midtown-Times Square,11,4,10,8,,12080
"{'type': 'Point', 'coordinates': [-73.84936868087347, 40.824731304473005]}",2,Bronx,209,18,87,34,14,Castle Hill Avenue and Hermany Avenue,Bronx,2026-04-21T00:00:00.000,-73.849370086,40.8247395883,X,AREA OF MINIMAL FLOOD HAZARD,Castle Hill-Unionport,58,5,31,26,,11611
"{'type': 'Point', 'coordinates': [-74.11669152476966, 40.574150774283254]}",5,Staten Island,502,50,64,24,11,New Dorp Lane and New Dorp Plaza North,Staten Island,2024-06-06T00:00:00.000,-74.116693,40.574159,X,AREA OF MINIMAL FLOOD HAZARD,New Dorp-Midland Beach,30,1,14,76,,10693
"{'type': 'Point', 'coordinates': [-73.78941262035464, 40.71199073601595]}",4,Queens,408,27,29,11,5,Hillside Avenue and Wexford Terrace and 173 Street,Queens,2025-08-13T00:00:00.000,-73.789414,40.711999,X,AREA OF MINIMAL FLOOD HAZARD,Jamaica,41,3,6,61,,24340
"{'type': 'Point', 'coordinates': [-74.07466953422482, 40.62980376258593]}",5,Staten Island,501,49,61,23,11,Front Street and Wave Street,Staten Island,2023-09-22T00:00:00.000,-74.074671,40.629812,AE,,Tompkinsville-Stapleton-Clifton-Fox Hills,4,1,13,74,1,10691
"{'type': 'Point', 'coordinates': [-73.96614137864658, 40.71204918828879]}",3,Brooklyn,301,34,50,18,7,Wythe Avenue and South 5 Street,Brooklyn,2024-02-09T00:00:00.000,-73.9661428135,40.7120574464,X,AREA OF MINIMAL FLOOD HAZARD,Williamsburg,36,2,30,56,,17613
"{'type': 'Point', 'coordinates': [-73.92214958226238, 40.64852175349599]}",3,Brooklyn,317,45,58,21,9,Tilden Avenue and East 58 Street,Brooklyn,2023-04-13T00:00:00.000,-73.922151,40.64853,X,AREA OF MINIMAL FLOOD HAZARD,East Flatbush-Rugby,61,2,26,40,5,16866
"{'type': 'Point', 'coordinates': [-73.89569058756935, 40.70395074130065]}",4,Queens,405,30,37,12,7,Fresh Pond Road and Catalpa Avenue,Queens,2024-05-07T00:00:00.000,-73.895692,40.703959,X,AREA OF MINIMAL FLOOD HAZARD,Ridgewood,54,3,34,62,,15310
"{'type': 'Point', 'coordinates': [-73.78058862332854, 40.71342073532804]}",4,Queens,408,23,29,11,5,Hillside Avenue and 182 Street,Queens,2022-08-08T00:00:00.000,-73.78059,40.713429,X,AREA OF MINIMAL FLOOD HAZARD,Jamaica,41,3,6,61,,24332
"{'type': 'Point', 'coordinates': [-73.94331556744147, 40.78516572750853]}",1,Manhattan,111,8,68,29,12,1 Avenue and East  99 Street,Manhattan,2023-05-25T00:00:00.000,-73.943317,40.785174,AE,,East Harlem (South),7,4,35,14,2,12426
